Date,Record ID,Approaches to teaching,Assessment,Curriculum,Differentiation,Fun,Not engaged,Problem solving,Resources,Students lack of understanding,Teachers subject knowledge,Technology issues,Terminology
27/03/2019,672,1,,,,,,,,,,,
28/03/2019,674,,,,,,,,1,,,,
28/03/2019,675,,,,,,,,1,,,,
01/04/2019,679,1,,,,,,,,,,,
02/04/2019,680,1,,,1,,1,,,,,,
04/04/2019,684,,,,,,,,,,,,
07/04/2019,685,1,,,1,,,,,,,,
09/04/2019,686,1,,,,,,,,1,,,
10/04/2019,688,1,,,,,,,,1,,,
15/04/2019,690,,,,,,,,1,,,,
15/04/2019,691,1,,,,,,,,,,,
16/04/2019,383,1,,,,,,,,,,,
17/04/2019,692,1,,,1,,,,,,,,
17/04/2019,693,1,,,,,,,,1,,,
20/04/2019,694,1,,,,,,,,,,,
25/04/2019,696,,,1,,,,,,,,,
26/04/2019,697,1,,,,,,,,,,,
30/04/2019,699,,,,,,,,,,,,
30/04/2019,700,,,1,1,,,,,,,,
01/05/2019,701,,,,,,,,,,,,
01/05/2019,702,,,,,,,,,,,,1
01/05/2019,703,1,,,,,,,,,,,
02/05/2019,704,,,,,,,,,,,,1
02/05/2019,705,1,,,,,,,1,,,,
03/05/2019,706,,,,,,,,,1,,,
03/05/2019,707,,,,,,,,,,,,1
04/05/2019,708,,1,,,,,,,,,,
05/05/2019,709,,,1,,,,,,,,,
05/05/2019,710,,,,,,,,,,,,1
09/05/2019,711,,,1,,,,,,,,,
10/05/2019,712,,1,,,,,,,,,,
10/05/2019,713,1,,,,,,,,,,,
12/05/2019,714,,,,,,,,1,,,,1
16/05/2019,715,,,,,,,,1,,,,
16/05/2019,716,1,,,,,,,,,,,
19/05/2019,718,,,1,,,1,,,,,,
20/05/2019,719,1,,,,,,,,,,,
21/05/2019,720,,,,,,,,,,,,1
27/05/2019,722,1,,,,,,,,,,,
28/05/2019,723,,,,,,,,1,,,,
28/05/2019,724,1,,,,,,,,,,,
29/05/2019,725,1,,,,,,,1,,,,
04/06/2019,729,,,,,,,,,,,,1
07/06/2019,730,1,,,,,,,,,,,1
09/06/2019,731,,,,,,,,,,,,1
18/06/2019,735,,,,,,,,1,,,,
21/06/2019,737,1,,,,,,,,,,,
24/06/2019,739,1,,,,,,,,,,,
25/06/2019,740,1,,,,,,,,,,,
25/06/2019,741,1,,1,,,,,,,,,
26/06/2019,743,,,,,,,,1,,,,
27/06/2019,744,1,,,,,,,1,,,,
02/07/2019,745,1,,,,,,,,,,,
04/07/2019,747,1,,,,,,,,,,,
11/07/2019,750,,,1,,,,,,,,,
15/07/2019,751,,1,,,,,,,,,,
20/07/2019,754,1,,,,,,,,,,,
24/07/2019,755,,,,,,,,,,,,
25/07/2019,757,,,,,,,,1,,,,
29/07/2019,759,,,,,,,,1,,,,
06/08/2019,763,1,,,,,,,,,,,
07/08/2019,765,,1,,,,,,,,,,
13/08/2019,476,1,,,,,,,,,,,
13/08/2019,767,,1,,,,,,,,,,
14/08/2019,768,,,,,,,,,1,,,
15/08/2019,769,1,,,,,,,,1,,,
16/08/2019,770,,,,,,,,,1,,,
17/08/2019,771,,,1,,,,,,,,,
21/08/2019,774,,,1,,,,,,,,,
24/08/2019,775,1,,,,,,,1,,,,
30/08/2019,776,,,,,,,,1,,,,
01/09/2019,777,,,,,,,,,,,,
01/09/2019,778,1,,,,,,,,,,,1
02/09/2019,779,1,,,,,,,,,,,
02/09/2019,781,1,,,,,,,,,,,
02/09/2019,782,1,,,,,,,,,,,
03/09/2019,783,,,,,,,,,,,,1
06/09/2019,784,1,,,,,,,,1,,,
08/09/2019,787,1,,,,,,,1,,,,
09/09/2019,788,1,,,,,,,,,,,
09/09/2019,789,1,,,,,,,,,,,1
12/09/2019,790,,,,,,,,,,,,1
12/09/2019,791,,,,,,,,1,,,,
12/09/2019,793,,,,,,,,,,,,1
13/09/2019,796,,,,,,,,1,,,,
16/09/2019,798,1,,,,,,,1,,,,
17/09/2019,800,,,,,,,,1,,,,
19/09/2019,801,,,,1,,,,,,,,
23/09/2019,803,,,,,,,,1,,,,
24/09/2019,804,1,,,,,,,,,,,
25/09/2019,806,,,,1,,,,,1,,,
27/09/2019,807,1,,,,,,,,,1,,
28/09/2019,809,1,,,,,,,,,,,
30/09/2019,811,,,,,,,,1,1,,,
01/10/2019,812,1,,,,,,,,,,,
02/10/2019,813,1,,,,,,,,,,,
02/10/2019,814,1,,,,,,,,,,,
02/10/2019,816,1,,,,,,,,,1,,
06/10/2019,819,,,,,,,,,,,,1
06/10/2019,820,1,,,,,,,,,,,
06/10/2019,821,1,,,,,,,,,,,1
07/10/2019,823,,,,,,,,1,,,,
09/10/2019,824,1,,,,,,,,,,,
12/10/2019,825,1,,,,,,,,,,,
14/10/2019,826,1,,,,,,,,,,,1
16/10/2019,827,,1,,,,,,,,,,
18/10/2019,828,,,,,,,,,,,,
18/10/2019,829,,1,,,,,,,,,,
22/10/2019,830,,,,,,,,1,,,,
27/10/2019,831,,,,,,,,,,,,1
29/10/2019,832,,,,,,,,1,,,,
29/10/2019,833,,,,,,,,1,,,,
29/10/2019,834,,,1,,,,,,,,,
30/10/2019,836,1,,,1,,1,,,,,,
01/11/2019,838,1,,,,,,,,,,,
03/11/2019,841,1,,,,,,,,1,1,,
05/11/2019,842,,,,,,,,,,,,1
05/11/2019,843,,,,,,,,,,,,1
12/11/2019,844,,,,,,,,1,,,,
14/11/2019,845,,,,,,,,1,,,,
15/11/2019,846,1,,,,,,,,,,,
17/11/2019,847,1,,,,,,,1,,,,
19/11/2019,848,1,,,,,,,,,,,
20/11/2019,850,,,,,,,,1,,,,
21/11/2019,852,,,,,,,,1,,,,
23/11/2019,853,1,,,,,1,,,,,,
24/11/2019,854,,,1,,,,,,,,,
24/11/2019,855,,,,,,,,1,,,,
25/11/2019,858,1,,,,,,,1,,,,
26/11/2019,859,,,,,,,,,,,,1
28/11/2019,860,,,,,,,,1,,,,
28/11/2019,861,,,,,,,,1,,,,
29/11/2019,862,,,,,,,,,,,,1
30/11/2019,863,,,,,,,,,,,,1
30/11/2019,864,1,,,,,,,1,,,,
03/12/2019,866,,,,,,,,,,,,
07/12/2019,867,,,,,,,,1,,,,
09/12/2019,868,1,,,,,,,1,,,,
13/12/2019,869,,,,,,,,1,,,,
16/12/2019,871,,,,,,,,,,,,1
18/12/2019,872,,,,,,,,,,,,1
22/12/2019,874,,,,,,,,1,,,,
23/12/2019,875,,,,,,,,,,,,1
24/12/2019,876,1,,,,,,,,,,,
26/12/2019,878,1,,,,,,,,,,,
27/12/2019,879,1,,,,,,,,,,,
02/01/2020,881,1,,,,,,,,,,,
04/01/2020,883,1,,,,1,,,,,,,
06/01/2020,885,1,,1,,,,,,,,,
07/01/2020,887,1,,,,,,,,,,,1
09/01/2020,889,,,,,,,,,,,,1
09/01/2020,890,,,1,,,,,,,,,
14/01/2020,891,1,,,,,,,,,,,
15/01/2020,892,,1,,,,,,,,,,
15/01/2020,893,1,,,,,,,1,,,,
16/01/2020,894,,,,,,,,,,,,1
17/01/2020,895,1,,,,,,,,,,,
19/01/2020,899,,,,,,,,1,,,,
21/01/2020,900,,,1,,,,,1,,,,
22/01/2020,901,,,,,,,,1,1,,,
31/01/2020,905,,,,,,,,,,,,
04/02/2020,906,,,,,,,,1,,,,
05/02/2020,907,,,,,,,,,,,,1
07/02/2020,910,,,,,,,,,,,,1
09/02/2020,911,1,,,,,,,,1,,,
09/02/2020,912,,,1,,,,,1,,,,
12/02/2020,914,1,,,,,1,,,,,,
14/02/2020,915,1,,,,,,,,,,,
14/02/2020,916,,,,,,,,,,,,1
14/02/2020,917,1,,,1,,,,,1,,,
17/02/2020,919,1,,,,,,,,,,,
17/02/2020,920,,,,,,,,1,1,,,
17/02/2020,921,1,,,,,,,,,1,,
18/02/2020,922,,1,,,,,,,,,,
18/02/2020,924,,,,,,,,,,,,1
18/02/2020,925,1,,,,,,,1,,,,
23/02/2020,926,,,,,,,,,,,,1
23/02/2020,927,,,1,,,,,,,,,
24/02/2020,928,,,,,,,,,1,,,
24/02/2020,929,1,,,,,,,,1,,,
24/02/2020,930,1,,,,,,1,,1,1,,
25/02/2020,931,1,,,,,,,,,,,
26/02/2020,933,1,,,,,,,,,,,
28/02/2020,935,,,,,,,,,,,,1
02/03/2020,937,,,1,,,,,1,,,,
05/03/2020,940,,,1,,,,,1,,,,
09/03/2020,942,1,,,,,,,,,,,
10/03/2020,943,1,,,,,,,1,,,,
12/03/2020,944,,,,,,,,1,,,,
14/03/2020,945,,,,,,,,1,,,,
15/03/2020,948,,,,,,,,1,,,1,
17/03/2020,949,,1,,,,,,,,,,
17/03/2020,950,,,,,,,,1,,,1,
17/03/2020,951,1,,,,,1,,,,,,
18/03/2020,952,1,,,,,,,,,,,
18/03/2020,953,,,1,,,,,,,,,
18/03/2020,954,,1,,,,,,,,,,
20/03/2020,955,1,,,,,,,1,,,,
24/03/2020,957,1,,,,,,,1,,,,
29/03/2020,959,1,,,,,,,,,,1,
30/03/2020,960,,,1,,,,,,,,,
31/03/2020,961,,1,,,,,,,,,1,
02/04/2020,962,1,,,,,,,,,,,
05/04/2020,963,1,,,,,,,,,,,
06/04/2020,964,,,,,,,,,,,,1
08/04/2020,966,,1,,,,,,,,,,
13/04/2020,967,,,1,,,,,,,,,
14/04/2020,968,,1,,,,,,,,,,
14/04/2020,969,,,,,,,,1,1,,,
15/04/2020,970,,1,,,,,,,,,,
17/04/2020,971,1,,,,,,,,,,,
22/04/2020,974,,,1,,,,,,,,,
22/04/2020,975,1,1,,,,,,1,,,,
23/04/2020,976,1,,,,,,,,,,,
27/04/2020,981,1,,,,,,,1,,,,
28/04/2020,982,1,,,,,,,,,,,
28/04/2020,983,,1,,,,,,,,,,
29/04/2020,984,1,,,,,,,,,,,
04/05/2020,987,,,,,,,,1,,,,
04/05/2020,988,1,,,,1,,,,,,,
06/05/2020,989,,1,,,,,,,,,,
06/05/2020,990,1,,,,,,,,,,,
07/05/2020,991,,,,,,,,,,,,
07/05/2020,992,,,1,,,,,,,,,
07/05/2020,993,,1,,,,,,,1,,,
08/05/2020,994,1,,,,,,,1,,,,
09/05/2020,995,1,,,,,,,,,,,
13/05/2020,997,,1,,,,1,,,,,,
14/05/2020,998,,,,,1,,,,,,,
15/05/2020,999,1,,,,,,,,,,,
20/05/2020,1003,,,1,,,,,,,,,
21/05/2020,1004,,,,,,,,1,,,,
22/05/2020,1005,,,,,,1,,,1,,,
23/05/2020,1006,,,1,,,,,,,,,
31/05/2020,1008,,1,,,,,,,,,,
01/06/2020,1009,,1,,,,,,,,,,
02/06/2020,1010,1,,1,,,,,,,,,
03/06/2020,1013,,1,,,,,,,,,,
05/06/2020,1015,1,,,,,,,,,,,
07/06/2020,1016,1,,,,,,1,,,,,
08/06/2020,1017,1,,,,,,,,,,,
09/06/2020,1018,,,,,,,,,,,,1
13/06/2020,1021,1,,,,,,,,,,1,
16/06/2020,1022,,,,,,,,1,,,,
18/06/2020,1024,,1,,,,1,,,,,,
20/06/2020,1027,,1,,,,,,,,,,
22/06/2020,1028,,,,,,,,1,,,,
23/06/2020,1029,,,,,,,,,,,,1
23/06/2020,1030,,,,,,,,1,,,,
24/06/2020,1031,,,1,,,,,,,,,
26/06/2020,1032,,,,,,,,,,,,1
29/06/2020,1033,,1,,,,,,,,,,
05/07/2020,1036,1,,,,,,,,,,,
07/07/2020,1037,,1,,,,,,,,,,
07/07/2020,1040,1,,,,,,,,,,,1
09/07/2020,1041,,1,,,,,,,,,,
09/07/2020,1042,1,1,,,,,,,,,,
10/07/2020,1044,,,,,,,,,,,,
11/07/2020,1045,,,,,,,,1,,,,
13/07/2020,1046,1,,,,,,,,,1,,
17/07/2020,1049,1,,,,,,,,,,,
21/07/2020,1051,1,,,,,,,,1,,,
22/07/2020,1052,,,,,,,,1,,,,
24/07/2020,1053,1,,,,,,,,,,,
03/08/2020,1057,,,,,,,,,,,,1
03/08/2020,1058,,,,,,,,,,,,1
04/08/2020,1060,1,,,,,,,,,,1,
05/08/2020,1061,,,,,,,1,,,1,,
05/08/2020,1063,1,,,,,,,1,,,1,
06/08/2020,1064,1,,,,,,,,,,,1
07/08/2020,1066,,1,,,,1,,,,,,
10/08/2020,1067,1,,,,,,,,,,,
13/08/2020,1069,,1,,,,1,,,,,,
14/08/2020,1070,,,1,,,,,,,,,
14/08/2020,1071,,,,,,,,,,,1,
15/08/2020,1072,,,,,,,,1,,,,
20/08/2020,1074,1,,,,,,,,,,,
25/08/2020,1076,1,,,,,,,,,,,
26/08/2020,1077,,1,,,,,,,,,,
26/08/2020,1078,1,,,,,,,,,,,
26/08/2020,1079,1,,,,,,,,,,,1
27/08/2020,1080,1,,,,,,,,,1,,
28/08/2020,1081,,,,,,,,,,,,1
28/08/2020,1082,1,,,,,,,,,,,
29/08/2020,1083,,1,,,,,,,,,,
30/08/2020,1084,,,,,,,,1,,,,
30/08/2020,1085,,,,,,,,1,,,1,
03/09/2020,1086,1,,,,,,,1,,,,
04/09/2020,1088,,1,,,,1,,,,,,
05/09/2020,1089,,1,,,,,,1,,,1,
06/09/2020,1090,,,,,,,,1,,,,
06/09/2020,1092,,,,,,,,1,,,,
07/09/2020,1093,1,,,,,,,,,,,
07/09/2020,1094,,,,1,,,,1,,,,
08/09/2020,1095,,,1,,,,,,,,,
08/09/2020,1096,,,,,,,,,,,,1
08/09/2020,1097,1,,,,,,,,,,,
09/09/2020,1098,1,,,,,,,,,,,
16/09/2020,1106,1,,,,1,,,,,,,
17/09/2020,1107,,,,,,,,1,,,,
17/09/2020,1108,,,1,,,,,,1,,,
18/09/2020,1110,,,,,,,,1,,,,
21/09/2020,1112,1,,,,,,,,,,,1
24/09/2020,1113,1,,,,,,,,,1,,
25/09/2020,1114,1,,1,,,,,,,,,
25/09/2020,1115,1,,,,,,,,,1,,
26/09/2020,1116,,,,,,,,1,,,,
26/09/2020,1117,,,,,,,,1,,,,
28/09/2020,1118,,,1,,,,,,,,,
29/09/2020,1119,,,1,,,,,,,,,
30/09/2020,1120,1,,,,,,,,,,,
30/09/2020,1122,1,,,,,,,1,,,,
30/09/2020,1123,1,,,,,,,,1,,,
01/10/2020,1125,,,1,,,,,1,,,,
01/10/2020,1126,,,,,,,,1,,,1,
04/10/2020,1129,,,,,,,,,,,,1
05/10/2020,1130,,,1,,,,,,,,,
05/10/2020,1131,,,,,,,,1,,,1,
07/10/2020,1132,,,,,,,,,,,,1
07/10/2020,1133,,1,,,,,,,,,,
07/10/2020,1134,1,,1,,,,,,,,,
07/10/2020,1135,,,,,,,,1,,,1,
09/10/2020,1136,1,,,,,,,,,,,
11/10/2020,1137,1,,,,,,,,,,,
12/10/2020,1139,1,,,,,,,,,,,
13/10/2020,1142,,,,,,,,,,,,1
14/10/2020,1143,,,,,,,,1,,,,
20/10/2020,1146,1,,,,,,,,,,,
21/10/2020,1147,,,,,,,,1,,,1,
21/10/2020,1148,1,,,,,,,1,1,,,
22/10/2020,1150,1,,,,,,,,,,,
22/10/2020,1151,1,,,,,,,,,,,
23/10/2020,1153,1,,,,,,,,,,,
24/10/2020,1154,,,,,,,,1,,,,
24/10/2020,1155,1,,,,,,,,,,,1
26/10/2020,1156,,,,,,,,1,,,1,
29/10/2020,1157,1,,,,,1,,,1,,,
30/10/2020,1158,,,,,,,,1,,,,
31/10/2020,1159,,,,,,,,,,,,1
02/11/2020,1160,,,,,,,,,,,,1
02/11/2020,1161,,,1,,,,,,,,,
02/11/2020,1162,,,,,,,,1,,,1,
05/11/2020,1164,1,,,,,,,,,,,
06/11/2020,1165,,,1,,,,,,,,,1
07/11/2020,1166,1,,,,,,,,,,,
10/11/2020,1167,,,,,1,,,1,,,,
10/11/2020,1168,,1,,,,1,,,,,,
10/11/2020,1169,1,,,,,,,,1,,,
15/11/2020,1170,,,,,,,,,,,,1
18/11/2020,1172,,,,,,1,,,,,,
19/11/2020,1173,,,,,,,,,,1,,1
22/11/2020,1175,1,,,,,,,,,,,
26/11/2020,1176,1,,,,,,,,1,,,
27/11/2020,1177,,,1,,,,,,,,,
29/11/2020,1178,1,,,,,,,,,,,
29/11/2020,1179,,1,,,,,,,,,,
01/12/2020,1180,,,,,,,,1,,,,1
04/12/2020,1184,,1,,,,,,,,,,1
09/12/2020,1185,,,,,,,1,1,,,,
11/12/2020,1186,,,,,,,,1,,,,
11/12/2020,1187,,1,,,,,,,,,,
11/12/2020,1188,,,1,,,,,,,,,1
12/12/2020,1189,,,,,,,,1,,,,
12/12/2020,1190,1,1,,,,,,,,,,
18/12/2020,1193,,1,,,,,,1,,,,
19/12/2020,1194,1,,,,,,,,,,,
19/12/2020,1195,,,,,,,,1,,,,
27/12/2020,1196,,1,,,,,,,1,,,
05/01/2021,1197,,1,,,,,,1,,,1,
06/01/2021,1198,,,,,,,,,1,,,1
11/01/2021,1200,1,,,,,,,1,,,,
16/01/2021,1202,,,,,,,,,,,,
16/01/2021,1203,,,1,,,,,,,,,
20/01/2021,1205,1,,,,,,,,,,,1
21/01/2021,1206,1,,,,,,,,,,,
22/01/2021,1207,1,,1,,,,,,,,,
24/01/2021,1209,,,,,,,,,,,,1
27/01/2021,1211,1,,,,,,,,,,,
27/01/2021,1212,1,,,,,,,,,,,
03/02/2021,1213,1,,,,,,,,,,,
04/02/2021,1214,1,,,,,,,,,,,
07/02/2021,1216,1,,,,,,,,,,,
09/02/2021,1218,,,1,,,,,,,,,
09/02/2021,1219,1,,,,,,,,,,,1
12/02/2021,1220,,,,,,,,,,,,1
12/02/2021,1221,1,,,,,,,,,,,
15/02/2021,1222,1,,,,,,,,,,,
16/02/2021,1223,,,,,,,,1,,,,
18/02/2021,1226,,,,,,,,,,,,1
19/02/2021,1227,,,,,,,,1,,,,
19/02/2021,1228,,1,,,,,,,,,,
23/02/2021,1229,,,1,,,,,,,,,
25/02/2021,1230,1,,,,,,,,,,,
26/02/2021,1231,,,1,,,,,,,,,
27/02/2021,1232,,,,,,,,,,,,1
28/02/2021,1234,1,,,1,,,,,,,,
01/03/2021,1236,1,,,,,,,,,,,
01/03/2021,1237,1,,,,,,,,,1,,
03/03/2021,1239,,,1,,,,,,,,,
06/03/2021,1240,,,,,,,,,,,,1
10/03/2021,1243,,,,,,,,1,,,,
11/03/2021,1245,,,1,,,,,,,,1,
12/03/2021,1246,1,,,,,,,,,,,
19/03/2021,1248,1,,,,,,,,,,,
19/03/2021,1249,,,,,,,,1,,,1,
20/03/2021,1250,,,1,,,,,,,,,
20/03/2021,1251,,,1,,,,,,,,,
21/03/2021,1252,,,,,,,,1,,,,
24/03/2021,1254,,,1,,,,,,,,,
25/03/2021,1255,1,,,,,,,,,,,
26/03/2021,1256,,,,,,,,1,,,,
26/03/2021,1257,,1,,,,,,,,,,
29/03/2021,1260,,,,,,,,,,,,1
31/03/2021,1261,,1,,,,,,,,,,
02/04/2021,1262,,,,,,,,,,,,
02/04/2021,1263,1,,,,,,,,,,,1
02/04/2021,1264,1,,,,,,,,1,,,
03/04/2021,1265,,,,,,,,,,,,
04/04/2021,1267,,,,,,,,1,,,,
08/04/2021,1269,1,,,,,,,1,,,,
09/04/2021,1270,,,,,,,,,,,,1
09/04/2021,1271,,1,,,,1,,,,,,
10/04/2021,1273,,,,,,,,,,,,1
11/04/2021,1275,,,,,,,,,,,,
11/04/2021,1276,,,,,,,,,,,,1
12/04/2021,1277,,,,,,,,,,,,1
12/04/2021,1278,,,1,,,,,,,,,
15/04/2021,1279,1,,,,,,,,1,,,
17/04/2021,1282,1,,,,,,,,1,,,
18/04/2021,1283,,,1,,,,,,,,,
19/04/2021,1284,1,,,,,,,,,,,
19/04/2021,1285,1,,,,1,,,,,,,
20/04/2021,1286,,,,,,,,1,,,,
25/04/2021,1289,,,,,,,,,,,,1
25/04/2021,1290,,,,1,,,1,,,,,
26/04/2021,1291,1,,,,,,,,,,,
28/04/2021,1293,1,,,,,,,,,,,
29/04/2021,1294,,,,,,,,,,,,1
30/04/2021,1295,1,,,,,,,,1,,,
30/04/2021,1296,,,1,,,,,,,1,,
01/05/2021,1297,1,,,,,,,,,,,
07/05/2021,1299,,,,,,,,1,,,1,
10/05/2021,1301,1,,,,,,,,,,,
12/05/2021,1302,1,,,,,,,,,,,
14/05/2021,1303,,1,,,,,,,,,,
20/05/2021,1305,1,,,,,1,,,,,,
20/05/2021,1307,,,,,1,,,1,,,,
21/05/2021,1308,,,1,,,,,,,,,
21/05/2021,1309,,,,,,,,1,,,,
21/05/2021,1310,1,,1,,,,,,,,,
22/05/2021,1312,,,,,,,,1,,,,
31/05/2021,1314,1,,,,,,,,,,,
01/06/2021,1315,,,,,,,,,,,,1
01/06/2021,1316,,,,,,,,,,,,1
03/06/2021,1317,1,,,,,,,,,,,
03/06/2021,1318,,,,,,,,,,,,1
03/06/2021,1320,1,,,,,,,,,,,
04/06/2021,1321,,1,,,,,,,,,,
05/06/2021,1323,1,,,,,1,,,,,,
06/06/2021,1324,,1,,,,,,,,,,
07/06/2021,1325,1,,,,,,,,1,,,
10/06/2021,1326,1,,,,,,,,,,,
12/06/2021,1327,1,,,,,,,,,,,
14/06/2021,1328,,,,,,,,1,,,,
15/06/2021,1330,,,,,,,,,,,,1
16/06/2021,1331,1,,,,,,,,,,,
16/06/2021,1332,1,,,,,,,1,,,,
17/06/2021,1333,1,,1,,,,,,,,,
18/06/2021,1334,1,,,,1,1,,,,,,
18/06/2021,1335,1,,,,,,1,,1,,,
19/06/2021,1336,,,,,,,,,,,,1
21/06/2021,1338,1,,,1,,1,,,,,,
22/06/2021,1339,1,,,,,,,,,,,
28/06/2021,1343,1,,,,,,,,,,,
01/07/2021,1344,1,,,,,,,,1,,,
03/07/2021,1345,,,,,,,,1,,,,
07/07/2021,1348,,,,,,,,1,,,,
11/07/2021,1349,,,,,,,,1,,,,
12/07/2021,1350,,,,,,,,1,,,,
14/07/2021,1353,,,,,,,,1,,,,
14/07/2021,1354,,1,,,,,,,,,,
15/07/2021,1355,1,,,,,,,1,,,,
18/07/2021,1356,,1,,,,,,,,,,
19/07/2021,1358,1,,,,,,,,,,,
20/07/2021,1359,,,,,,,,1,,,,
25/07/2021,1361,1,,,,,,,,,,,
28/07/2021,1363,,1,,,,,,,,,,
04/08/2021,1366,1,,,,,,,,,1,,
07/08/2021,1368,,,1,,,,,,1,,,
08/08/2021,1369,1,,1,,,,,,,,,
17/08/2021,1371,,,1,,,,,,,,,
19/08/2021,1372,1,,,,,1,,,1,,,
21/08/2021,1374,1,,,,,,,,,,,
23/08/2021,1376,1,,,,,,,,,,,
24/08/2021,1378,,,,,,,,1,,,,
27/08/2021,1379,1,,,,,,,,,,,
28/08/2021,1380,,,,,,,,,,,,1
28/08/2021,1381,,,,,,,,,,,,1
30/08/2021,1384,1,,,,,,,1,,,,
02/09/2021,1386,1,,,,,,,,1,,,
03/09/2021,1387,,,1,,,,,,,,,
03/09/2021,1388,,,,,,,,1,,,1,
05/09/2021,1390,1,,,,,1,,,1,,,
06/09/2021,1391,,1,,,,,,,,,,
06/09/2021,1392,1,,,,,,,,1,,,
06/09/2021,1393,1,,,,,1,,,,,,
08/09/2021,1394,,,,,,,,,,,,1
08/09/2021,1395,1,,,,,,,,,,,1
09/09/2021,1396,1,,,,,,,,,,,
10/09/2021,1397,,1,,,,,,,,,,
10/09/2021,1398,,,,,,,,1,,,,
11/09/2021,1399,,,,,,,,1,,,,
11/09/2021,1400,1,,,,,,,,1,,,
12/09/2021,1401,,,1,,,,,,,,,
22/09/2021,1403,1,,,,,,,,,,,
25/09/2021,1404,,,,1,,,,,,,,
26/09/2021,1405,1,,,,,,,,,1,,
27/09/2021,1406,1,,,,,,,,,,,
01/10/2021,1407,1,,,,,,,1,,,,
02/10/2021,1409,1,,1,,,,,,,,,
04/10/2021,1410,,,,,,,,,,,,1
04/10/2021,1411,1,,,,,,,,,,,
08/10/2021,1412,,,,,,,,,,,,1
09/10/2021,1413,,,,,,,,1,,,,
